id,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,age
2015,2016,4,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2,33
2016,2017,5,3.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2,23
2017,2018,4,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2,27
2018,2019,3,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,2,23
2019,2020,3,3.0,4.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,2,35
2020,2021,5,3.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2,28
2021,2022,4,2.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,2,28
2022,2023,3,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2,29
2023,2024,4,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2,28
2024,2025,5,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2,28
2025,2026,3,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2,53
2026,2027,5,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2,47
2027,2028,3,3.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,5.0,2,31
2028,2029,5,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,2,22
2029,2030,3,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,1,45
2030,2031,4,3.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,2,29
2031,2032,5,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2,48
2032,2033,4,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,1,39
2033,2034,4,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,2,33
2034,2035,3,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1,28
2035,2036,3,1.0,1.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,2.0,3.0,1.0,2,20
2036,2037,3,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,2,34
2037,2038,4,4.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2,25
2038,2039,5,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,2,41
2039,2040,4,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,2,26
2040,2041,3,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2,36
2041,2042,3,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,2,34
2042,2043,3,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1,19
2043,2044,4,4.0,2.0,2.0,1.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,4.0,2,31
2044,2045,4,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2,29
2045,2046,4,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1,35
2046,2047,3,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2,20
2047,2048,4,1.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1,35
2048,2049,4,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,1,20
2049,2050,4,1.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2,23
2050,2051,3,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2,28
2051,2052,5,2.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,5.0,1,28
2052,2053,3,2.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,1,47
2053,2054,5,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,2,20
2054,2055,3,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2,16
2055,2056,4,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,5.0,2,25
2056,2057,5,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,2,27
2057,2058,3,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,2,50
2058,2059,5,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,1,38
2059,2060,4,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,2,36
2060,2061,3,5.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,1,55
2061,2062,4,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,2,19
2062,2063,5,3.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,2,41
2063,2064,4,4.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,2,29
2064,2065,5,3.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,2,26
2065,2066,5,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,2,40
2066,2067,3,2.0,1.0,2.0,1.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,1,40
2067,2068,4,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2,52
2068,2069,3,4.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,1,35
2069,2070,5,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,2,22
2070,2071,5,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,2,33
2071,2072,5,5.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,1,46
2072,2073,3,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,2,16
2073,2074,5,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2,31
2074,2075,3,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2,30
2075,2076,4,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,2,37
2076,2077,3,1.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,2,48
2077,2078,3,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2,30
2078,2079,4,5.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2,17
2079,2080,5,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,2.0,2,31
2080,2081,5,3.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2,20
2081,2082,5,1.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2,32
2082,2083,3,3.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2,18
2083,2084,5,3.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2,27
2084,2085,4,3.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1,23
2085,2086,3,2.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2,36
2086,2087,4,4.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,1,21
2087,2088,5,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2,19
2088,2089,5,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2,34
2089,2090,4,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,2,50
2090,2091,5,4.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,1,20
2091,2092,4,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,2,35
2092,2093,3,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,1,21
2093,2094,5,4.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2,17
2094,2095,4,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,2,20
2095,2096,5,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,2,42
2096,2097,3,3.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2,24
2097,2098,3,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,2,52
2098,2099,5,1.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,5.0,2.0,4.0,1,58
2099,2100,5,3.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,2,12
2100,2101,4,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2,32
2101,2102,3,5.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2,50
2102,2103,5,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2,17
2103,2104,5,4.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2,35
2104,2105,4,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1,28
2105,2106,5,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,3.0,2,25
2106,2107,5,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,1,31
2107,2108,5,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1,22
2108,2109,3,4.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,1,33
2109,2110,4,3.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,5.0,3.0,4.0,4.0,3.0,2,33
2110,2111,5,3.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1,58
2111,2112,5,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1,26
2112,2113,5,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,2,26
2113,2114,5,3.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2,30
2114,2115,4,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2,26
2115,2116,3,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,2,24
2116,2117,3,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,1,51
2117,2118,4,1.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2,18
2118,2119,3,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2,34
2119,2120,3,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,2,20
2120,2121,4,2.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,2,30
2121,2122,5,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,5.0,1.0,3.0,3.0,2.0,2.0,1,21
2122,2123,4,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1,21
2123,2124,5,3.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1,23
2124,2125,3,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1,23
2125,2126,3,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,2.0,4.0,2,21
2126,2127,4,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2,20
2127,2128,3,4.0,2.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2,23
2128,2129,5,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,1,37
2129,2130,5,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2,31
2130,2131,5,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2,28
2131,2132,4,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,2,22
2132,2133,4,2.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2,18
2133,2134,5,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2,53
2134,2135,4,3.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2,21
2135,2136,5,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,2,25
2136,2137,5,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2,36
2137,2138,3,2.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,2,25
2138,2139,4,4.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,2,18
2139,2140,4,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,1,38
2140,2141,4,2.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,2,61
2141,2142,3,3.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,1,48
2142,2143,3,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,2,20
